mun,zip,prov,year,geom_id,bin_pop,percentile_bin,r_bin
POGLIANO MILANESE,NA,MI,2021,z3Mc,0.12515629813081364,"[0.9,1)","[4.9e+04,Inf)"
POGNANA LARIO,NA,CO,2021,RPpe,0.464385668228143,"[0,0.5)","[0,1.82e+04)"
POGNANA LARIO,NA,CO,2021,RPpe,0.4240957665431463,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POGNANA LARIO,NA,CO,2021,RPpe,0.11151856522871073,"[0.9,1)","[4.9e+04,Inf)"
POGNANO,NA,BG,2021,qmM3,0.43844004496219613,"[0,0.5)","[0,1.82e+04)"
POGNANO,NA,BG,2021,qmM3,0.4708550454569156,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POGNANO,NA,BG,2021,qmM3,0.09070490958088828,"[0.9,1)","[4.9e+04,Inf)"
POGNO,NA,NO,2021,U5KL,0.42554622683005117,"[0,0.5)","[0,1.82e+04)"
POGNO,NA,NO,2021,U5KL,0.4936542673780565,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POGNO,NA,NO,2021,U5KL,0.08079950579189232,"[0.9,1)","[4.9e+04,Inf)"
POIRINO,NA,TO,2021,L8dp,0.4430584358380216,"[0,0.5)","[0,1.82e+04)"
POIRINO,NA,TO,2021,L8dp,0.461467446220415,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POIRINO,NA,TO,2021,L8dp,0.09547411794156335,"[0.9,1)","[4.9e+04,Inf)"
POJANA MAGGIORE,NA,VI,2021,PmFN,0.477161420094428,"[0,0.5)","[0,1.82e+04)"
POJANA MAGGIORE,NA,VI,2021,PmFN,0.4470784394228304,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POJANA MAGGIORE,NA,VI,2021,PmFN,0.0757601404827416,"[0.9,1)","[4.9e+04,Inf)"
POLAVENO,NA,BS,2021,IM8v,0.42097545180135715,"[0,0.5)","[0,1.82e+04)"
POLAVENO,NA,BS,2021,IM8v,0.48896976033689216,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POLAVENO,NA,BS,2021,IM8v,0.0900547878617507,"[0.9,1)","[4.9e+04,Inf)"
POLCENIGO,NA,PN,2021,LKjo,0.45940289791261457,"[0,0.5)","[0,1.82e+04)"
POLCENIGO,NA,PN,2021,LKjo,0.43599176742319656,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POLCENIGO,NA,PN,2021,LKjo,0.10460533466418886,"[0.9,1)","[4.9e+04,Inf)"
POLESELLA,NA,RO,2021,UiDL,0.4668449849447307,"[0,0.5)","[0,1.82e+04)"
POLESELLA,NA,RO,2021,UiDL,0.4543901567772408,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POLESELLA,NA,RO,2021,UiDL,0.07876485827802848,"[0.9,1)","[4.9e+04,Inf)"
POLESINE ZIBELLO,NA,PR,2021,pNBk,0.4403327950197548,"[0,0.5)","[0,1.82e+04)"
POLESINE ZIBELLO,NA,PR,2021,pNBk,0.46748532932935677,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POLESINE ZIBELLO,NA,PR,2021,pNBk,0.09218187565088842,"[0.9,1)","[4.9e+04,Inf)"
POLI,NA,RM,2021,5sqc,0.5801721790604758,"[0,0.5)","[0,1.82e+04)"
POLI,NA,RM,2021,5sqc,0.3677165705215176,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POLI,NA,RM,2021,5sqc,0.05211125041800657,"[0.9,1)","[4.9e+04,Inf)"
POLIA,NA,VV,2021,Ae8L,0.68839091184575,"[0,0.5)","[0,1.82e+04)"
POLIA,NA,VV,2021,Ae8L,0.2796483524799709,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POLIA,NA,VV,2021,Ae8L,0.03196073567427915,"[0.9,1)","[4.9e+04,Inf)"
POLICORO,NA,MT,2021,VZGp,0.6451736059222968,"[0,0.5)","[0,1.82e+04)"
POLICORO,NA,MT,2021,VZGp,0.2915230858989105,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POLICORO,NA,MT,2021,VZGp,0.0633033081787927,"[0.9,1)","[4.9e+04,Inf)"
POLIGNANO A MARE,NA,BA,2021,lPUj,0.6253590763831,"[0,0.5)","[0,1.82e+04)"
POLIGNANO A MARE,NA,BA,2021,lPUj,0.31775919472397185,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POLIGNANO A MARE,NA,BA,2021,lPUj,0.056881728892928196,"[0.9,1)","[4.9e+04,Inf)"
POLINAGO,NA,MO,2021,mJ9x,0.529726976077908,"[0,0.5)","[0,1.82e+04)"
POLINAGO,NA,MO,2021,mJ9x,0.39271167109423777,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POLINAGO,NA,MO,2021,mJ9x,0.07756135282785426,"[0.9,1)","[4.9e+04,Inf)"
POLINO,NA,TR,2021,STIs,0.4785322463270824,"[0,0.5)","[0,1.82e+04)"
POLINO,NA,TR,2021,STIs,0.46096163099601645,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POLINO,NA,TR,2021,STIs,0.06050612267690114,"[0.9,1)","[4.9e+04,Inf)"
POLISTENA,NA,RC,2021,sel6,0.6692178902771254,"[0,0.5)","[0,1.82e+04)"
POLISTENA,NA,RC,2021,sel6,0.2827947658846721,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POLISTENA,NA,RC,2021,sel6,0.04798734383820247,"[0.9,1)","[4.9e+04,Inf)"
POLIZZI GENEROSA,NA,PA,2021,tCsu,0.717006468410538,"[0,0.5)","[0,1.82e+04)"
POLIZZI GENEROSA,NA,PA,2021,tCsu,0.24912164701667083,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POLIZZI GENEROSA,NA,PA,2021,tCsu,0.03387188457279122,"[0.9,1)","[4.9e+04,Inf)"
POLLA,NA,SA,2021,seOG,0.6366832348344595,"[0,0.5)","[0,1.82e+04)"
POLLA,NA,SA,2021,seOG,0.3044896606059079,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POLLA,NA,SA,2021,seOG,0.05882710455963258,"[0.9,1)","[4.9e+04,Inf)"
POLLEIN,NA,AO,2021,e7o6,0.4636528076028841,"[0,0.5)","[0,1.82e+04)"
POLLEIN,NA,AO,2021,e7o6,0.45329248197496486,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POLLEIN,NA,AO,2021,e7o6,0.08305471042215107,"[0.9,1)","[4.9e+04,Inf)"
POLLENA TROCCHIA,NA,NA,2021,NA,0.5503017329410312,"[0,0.5)","[0,1.82e+04)"
POLLENA TROCCHIA,NA,NA,2021,NA,0.3731719893636486,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POLLENA TROCCHIA,NA,NA,2021,NA,0.07652627769532017,"[0.9,1)","[4.9e+04,Inf)"
POLLENZA,NA,MC,2021,oDQi,0.5162849738455271,"[0,0.5)","[0,1.82e+04)"
POLLENZA,NA,MC,2021,oDQi,0.4048038474421951,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POLLENZA,NA,MC,2021,oDQi,0.07891117871227782,"[0.9,1)","[4.9e+04,Inf)"
POLLICA,NA,SA,2021,rIw7,0.6664632992876866,"[0,0.5)","[0,1.82e+04)"
POLLICA,NA,SA,2021,rIw7,0.2578567194716548,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POLLICA,NA,SA,2021,rIw7,0.07567998124065867,"[0.9,1)","[4.9e+04,Inf)"
POLLINA,NA,PA,2021,Nu3k,0.687032276058556,"[0,0.5)","[0,1.82e+04)"
POLLINA,NA,PA,2021,Nu3k,0.27401905338712107,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POLLINA,NA,PA,2021,Nu3k,0.03894867055432294,"[0.9,1)","[4.9e+04,Inf)"
POLLONE,NA,BI,2021,MW3u,0.44538307058594717,"[0,0.5)","[0,1.82e+04)"
POLLONE,NA,BI,2021,MW3u,0.41017738766111533,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POLLONE,NA,BI,2021,MW3u,0.1444395417529375,"[0.9,1)","[4.9e+04,Inf)"
POLLUTRI,NA,CH,2021,NukP,0.6238557058291478,"[0,0.5)","[0,1.82e+04)"
POLLUTRI,NA,CH,2021,NukP,0.3364988709135228,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POLLUTRI,NA,CH,2021,NukP,0.03964542325732934,"[0.9,1)","[4.9e+04,Inf)"
POLONGHERA,NA,CN,2021,LT6p,0.4752698217691613,"[0,0.5)","[0,1.82e+04)"
POLONGHERA,NA,CN,2021,LT6p,0.427418436044796,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POLONGHERA,NA,CN,2021,LT6p,0.09731174218604266,"[0.9,1)","[4.9e+04,Inf)"
POLPENAZZE DEL GARDA,NA,BS,2021,KNI5,0.4461586428011371,"[0,0.5)","[0,1.82e+04)"
POLPENAZZE DEL GARDA,NA,BS,2021,KNI5,0.4100211015659084,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POLPENAZZE DEL GARDA,NA,BS,2021,KNI5,0.14382025563295453,"[0.9,1)","[4.9e+04,Inf)"
POLVERARA,NA,PD,2021,bbbZ,0.4219387291819165,"[0,0.5)","[0,1.82e+04)"
POLVERARA,NA,PD,2021,bbbZ,0.47315574550639067,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POLVERARA,NA,PD,2021,bbbZ,0.10490552531169284,"[0.9,1)","[4.9e+04,Inf)"
POLVERIGI,NA,AN,2021,86Z2,0.42106953116146245,"[0,0.5)","[0,1.82e+04)"
POLVERIGI,NA,AN,2021,86Z2,0.47786199815869085,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POLVERIGI,NA,AN,2021,86Z2,0.1010684706798467,"[0.9,1)","[4.9e+04,Inf)"
POMARANCE,NA,PI,2021,nWJv,0.44617420775022554,"[0,0.5)","[0,1.82e+04)"
POMARANCE,NA,PI,2021,nWJv,0.46942407587030366,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POMARANCE,NA,PI,2021,nWJv,0.0844017163794708,"[0.9,1)","[4.9e+04,Inf)"
POMARETTO,NA,TO,2021,Ph6N,0.4877351531154245,"[0,0.5)","[0,1.82e+04)"
POMARETTO,NA,TO,2021,Ph6N,0.4516007436469789,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POMARETTO,NA,TO,2021,Ph6N,0.060664103237596634,"[0.9,1)","[4.9e+04,Inf)"
POMARICO,NA,MT,2021,uEyI,0.6668202922305464,"[0,0.5)","[0,1.82e+04)"
POMARICO,NA,MT,2021,uEyI,0.30110371541062264,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POMARICO,NA,MT,2021,uEyI,0.03207599235883096,"[0.9,1)","[4.9e+04,Inf)"
POMARO MONFERRATO,NA,AL,2021,AWbs,0.5073003147937113,"[0,0.5)","[0,1.82e+04)"
POMARO MONFERRATO,NA,AL,2021,AWbs,0.4233866725997276,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POMARO MONFERRATO,NA,AL,2021,AWbs,0.06931301260656109,"[0.9,1)","[4.9e+04,Inf)"
POMBIA,NA,NO,2021,b33Z,0.4570984438854691,"[0,0.5)","[0,1.82e+04)"
POMBIA,NA,NO,2021,b33Z,0.4489977072565306,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POMBIA,NA,NO,2021,b33Z,0.0939038488580003,"[0.9,1)","[4.9e+04,Inf)"
POMEZIA,NA,RM,2021,M3rp,0.491038407522973,"[0,0.5)","[0,1.82e+04)"
POMEZIA,NA,RM,2021,M3rp,0.4171002580893898,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POMEZIA,NA,RM,2021,M3rp,0.09186133438763722,"[0.9,1)","[4.9e+04,Inf)"
POMIGLIANO DARCO,NA,NA,2021,NA,0.5165841198468878,"[0,0.5)","[0,1.82e+04)"
POMIGLIANO DARCO,NA,NA,2021,NA,0.39998073721931426,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POMIGLIANO DARCO,NA,NA,2021,NA,0.08343514293379795,"[0.9,1)","[4.9e+04,Inf)"
POMPEI,NA,NA,2021,NA,0.5995396807397517,"[0,0.5)","[0,1.82e+04)"
POMPEI,NA,NA,2021,NA,0.3294920818429299,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POMPEI,NA,NA,2021,NA,0.07096823741731839,"[0.9,1)","[4.9e+04,Inf)"
POMPEIANA,NA,IM,2021,QE7A,0.5619985678745896,"[0,0.5)","[0,1.82e+04)"
POMPEIANA,NA,IM,2021,QE7A,0.36318457967103157,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POMPEIANA,NA,IM,2021,QE7A,0.07481685245437886,"[0.9,1)","[4.9e+04,Inf)"
POMPIANO,NA,BS,2021,iTbD,0.45184784541432177,"[0,0.5)","[0,1.82e+04)"
POMPIANO,NA,BS,2021,iTbD,0.4669719997377464,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POMPIANO,NA,BS,2021,iTbD,0.08118015484793184,"[0.9,1)","[4.9e+04,Inf)"
POMPONESCO,NA,MN,2021,i59D,0.41707535466451423,"[0,0.5)","[0,1.82e+04)"
POMPONESCO,NA,MN,2021,i59D,0.4731206871102844,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POMPONESCO,NA,MN,2021,i59D,0.10980395822520139,"[0.9,1)","[4.9e+04,Inf)"
POMPU,NA,OR,2021,DcYV,0.7294005023826454,"[0,0.5)","[0,1.82e+04)"
POMPU,NA,OR,2021,DcYV,0.24583853049111504,"[0.5,0.9)","[1.82e+04,4.9e+04)"
POMPU,NA,OR,2021,DcYV,0.02476096712623954,"[0.9,1)","[4.9e+04,Inf)"
PONCARALE,NA,BS,2021,6Bzg,0.43563388941309894,"[0,0.5)","[0,1.82e+04)"
PONCARALE,NA,BS,2021,6Bzg,0.4606650974997066,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONCARALE,NA,BS,2021,6Bzg,0.10370101308719448,"[0.9,1)","[4.9e+04,Inf)"
PONDERANO,NA,BI,2021,pQ5y,0.44778909237594067,"[0,0.5)","[0,1.82e+04)"
PONDERANO,NA,BI,2021,pQ5y,0.4624141048302354,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONDERANO,NA,BI,2021,pQ5y,0.08979680279382396,"[0.9,1)","[4.9e+04,Inf)"
PONNA,NA,CO,2021,LSjp,0.7005880542948151,"[0,0.5)","[0,1.82e+04)"
PONNA,NA,CO,2021,LSjp,0.2672869384555727,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONNA,NA,CO,2021,LSjp,0.0321250072496122,"[0.9,1)","[4.9e+04,Inf)"
PONSACCO,NA,PI,2021,9Usb,0.4823664151856682,"[0,0.5)","[0,1.82e+04)"
PONSACCO,NA,PI,2021,9Usb,0.43782266485394344,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONSACCO,NA,PI,2021,9Usb,0.07981091996038836,"[0.9,1)","[4.9e+04,Inf)"
PONSO,NA,PD,2021,3T0c,0.4962074447505189,"[0,0.5)","[0,1.82e+04)"
PONSO,NA,PD,2021,3T0c,0.4309872763739313,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONSO,NA,PD,2021,3T0c,0.07280527887554977,"[0.9,1)","[4.9e+04,Inf)"
PONT CANAVESE,NA,TO,2021,CikS,0.4579247331867773,"[0,0.5)","[0,1.82e+04)"
PONT CANAVESE,NA,TO,2021,CikS,0.4720018530077512,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONT CANAVESE,NA,TO,2021,CikS,0.0700734138054715,"[0.9,1)","[4.9e+04,Inf)"
PONT SAINT MARTIN,NA,AO,2021,R1ie,0.46186343060313156,"[0,0.5)","[0,1.82e+04)"
PONT SAINT MARTIN,NA,AO,2021,R1ie,0.44495421607260005,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONT SAINT MARTIN,NA,AO,2021,R1ie,0.09318235332426839,"[0.9,1)","[4.9e+04,Inf)"
PONTASSIEVE,NA,FI,2021,kQJH,0.4432405371546715,"[0,0.5)","[0,1.82e+04)"
PONTASSIEVE,NA,FI,2021,kQJH,0.45961052833883487,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTASSIEVE,NA,FI,2021,kQJH,0.09714893450649364,"[0.9,1)","[4.9e+04,Inf)"
PONTBOSET,NA,AO,2021,s0m8,0.5066363349709041,"[0,0.5)","[0,1.82e+04)"
PONTBOSET,NA,AO,2021,s0m8,0.4436609937902939,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTBOSET,NA,AO,2021,s0m8,0.04970267123880201,"[0.9,1)","[4.9e+04,Inf)"
PONTE,NA,BN,2021,EjOa,0.6107602682082813,"[0,0.5)","[0,1.82e+04)"
PONTE,NA,BN,2021,EjOa,0.328465674872495,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTE,NA,BN,2021,EjOa,0.06077405691922366,"[0.9,1)","[4.9e+04,Inf)"
PONTE BUGGIANESE,NA,PT,2021,q0NT,0.5298971906268759,"[0,0.5)","[0,1.82e+04)"
PONTE BUGGIANESE,NA,PT,2021,q0NT,0.40345253745957876,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTE BUGGIANESE,NA,PT,2021,q0NT,0.06665027191354533,"[0.9,1)","[4.9e+04,Inf)"
PONTE DELLOLIO,NA,PC,2021,KKh5,0.4580499353146706,"[0,0.5)","[0,1.82e+04)"
PONTE DELLOLIO,NA,PC,2021,KKh5,0.44583625672769805,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTE DELLOLIO,NA,PC,2021,KKh5,0.09611380795763136,"[0.9,1)","[4.9e+04,Inf)"
PONTE DI LEGNO,NA,BS,2021,Auis,0.5467883663355148,"[0,0.5)","[0,1.82e+04)"
PONTE DI LEGNO,NA,BS,2021,Auis,0.3415567078563647,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTE DI LEGNO,NA,BS,2021,Auis,0.11165492580812053,"[0.9,1)","[4.9e+04,Inf)"
PONTE DI PIAVE,NA,TV,2021,arDb,0.47386585138100235,"[0,0.5)","[0,1.82e+04)"
PONTE DI PIAVE,NA,TV,2021,arDb,0.43509251173865093,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTE DI PIAVE,NA,TV,2021,arDb,0.09104163688034672,"[0.9,1)","[4.9e+04,Inf)"
PONTE IN VALTELLINA,NA,SO,2021,EnWh,0.47096880270114794,"[0,0.5)","[0,1.82e+04)"
PONTE IN VALTELLINA,NA,SO,2021,EnWh,0.4362494608573354,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTE IN VALTELLINA,NA,SO,2021,EnWh,0.09278173644151666,"[0.9,1)","[4.9e+04,Inf)"
PONTE LAMBRO,NA,CO,2021,PnmN,0.443467724367349,"[0,0.5)","[0,1.82e+04)"
PONTE LAMBRO,NA,CO,2021,PnmN,0.4657675602834626,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTE LAMBRO,NA,CO,2021,PnmN,0.0907647153491884,"[0.9,1)","[4.9e+04,Inf)"
PONTE NELLE ALPI,NA,BL,2021,q0y6,0.42277538964339595,"[0,0.5)","[0,1.82e+04)"
PONTE NELLE ALPI,NA,BL,2021,q0y6,0.48721930632974003,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTE NELLE ALPI,NA,BL,2021,q0y6,0.09000530402686402,"[0.9,1)","[4.9e+04,Inf)"
PONTE NIZZA,NA,PV,2021,AzBs,0.4958385966362322,"[0,0.5)","[0,1.82e+04)"
PONTE NIZZA,NA,PV,2021,AzBs,0.4246385868254624,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTE NIZZA,NA,PV,2021,AzBs,0.0795228165383054,"[0.9,1)","[4.9e+04,Inf)"
PONTE NOSSA,NA,BG,2021,JuOa,0.45310465168691083,"[0,0.5)","[0,1.82e+04)"
PONTE NOSSA,NA,BG,2021,JuOa,0.4731721042616428,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTE NOSSA,NA,BG,2021,JuOa,0.07372324405144637,"[0.9,1)","[4.9e+04,Inf)"
PONTE SAN NICOLO,NA,PD,2021,mloA,0.4193804760542713,"[0,0.5)","[0,1.82e+04)"
PONTE SAN NICOLO,NA,PD,2021,mloA,0.4623676922421357,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTE SAN NICOLO,NA,PD,2021,mloA,0.11825183170359299,"[0.9,1)","[4.9e+04,Inf)"
PONTE SAN PIETRO,NA,BG,2021,oVhl,0.4507988048883953,"[0,0.5)","[0,1.82e+04)"
PONTE SAN PIETRO,NA,BG,2021,oVhl,0.44823954566109103,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTE SAN PIETRO,NA,BG,2021,oVhl,0.10096164945051367,"[0.9,1)","[4.9e+04,Inf)"
PONTEBBA,NA,UD,2021,Jyt6,0.45515384975415435,"[0,0.5)","[0,1.82e+04)"
PONTEBBA,NA,UD,2021,Jyt6,0.46976139437813175,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTEBBA,NA,UD,2021,Jyt6,0.0750847558677139,"[0.9,1)","[4.9e+04,Inf)"
PONTECAGNANO FAIANO,NA,SA,2021,86Jp,0.6287960444463173,"[0,0.5)","[0,1.82e+04)"
PONTECAGNANO FAIANO,NA,SA,2021,86Jp,0.31783894151598513,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTECAGNANO FAIANO,NA,SA,2021,86Jp,0.053365014037697556,"[0.9,1)","[4.9e+04,Inf)"
PONTECCHIO POLESINE,NA,RO,2021,gw9H,0.4162514162221179,"[0,0.5)","[0,1.82e+04)"
PONTECCHIO POLESINE,NA,RO,2021,gw9H,0.4905519823197506,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTECCHIO POLESINE,NA,RO,2021,gw9H,0.09319660145813147,"[0.9,1)","[4.9e+04,Inf)"
PONTECHIANALE,NA,CN,2021,KdX5,0.6727571839541153,"[0,0.5)","[0,1.82e+04)"
PONTECHIANALE,NA,CN,2021,KdX5,0.29444683309722297,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTECHIANALE,NA,CN,2021,KdX5,0.032795982948661706,"[0.9,1)","[4.9e+04,Inf)"
PONTECORVO,NA,FR,2021,uE1O,0.5420532886759541,"[0,0.5)","[0,1.82e+04)"
PONTECORVO,NA,FR,2021,uE1O,0.39250810638072875,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTECORVO,NA,FR,2021,uE1O,0.0654386049433171,"[0.9,1)","[4.9e+04,Inf)"
PONTECURONE,NA,AL,2021,l9hi,0.45286626529868795,"[0,0.5)","[0,1.82e+04)"
PONTECURONE,NA,AL,2021,l9hi,0.4677400396101052,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTECURONE,NA,AL,2021,l9hi,0.07939369509120686,"[0.9,1)","[4.9e+04,Inf)"
PONTEDASSIO,NA,IM,2021,QEdA,0.4983925600134028,"[0,0.5)","[0,1.82e+04)"
PONTEDASSIO,NA,IM,2021,QEdA,0.42599799251717263,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTEDASSIO,NA,IM,2021,QEdA,0.07560944746942455,"[0.9,1)","[4.9e+04,Inf)"
PONTEDERA,NA,PI,2021,xiYU,0.4601080329076294,"[0,0.5)","[0,1.82e+04)"
PONTEDERA,NA,PI,2021,xiYU,0.43774336150918886,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTEDERA,NA,PI,2021,xiYU,0.10214860558318173,"[0.9,1)","[4.9e+04,Inf)"
PONTELANDOLFO,NA,BN,2021,VZhw,0.6712881682972636,"[0,0.5)","[0,1.82e+04)"
PONTELANDOLFO,NA,BN,2021,VZhw,0.2763147629177707,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTELANDOLFO,NA,BN,2021,VZhw,0.05239706878496575,"[0.9,1)","[4.9e+04,Inf)"
PONTELATONE,NA,CE,2021,ARIJ,0.6463591326328478,"[0,0.5)","[0,1.82e+04)"
PONTELATONE,NA,CE,2021,ARIJ,0.2987698290960129,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTELATONE,NA,CE,2021,ARIJ,0.05487103827113926,"[0.9,1)","[4.9e+04,Inf)"
PONTELONGO,NA,PD,2021,DzNe,0.5219923727140555,"[0,0.5)","[0,1.82e+04)"
PONTELONGO,NA,PD,2021,DzNe,0.4118826308454657,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTELONGO,NA,PD,2021,DzNe,0.06612499644047876,"[0.9,1)","[4.9e+04,Inf)"
PONTENURE,NA,PC,2021,hhlB,0.40648390126871065,"[0,0.5)","[0,1.82e+04)"
PONTENURE,NA,PC,2021,hhlB,0.486679698043644,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTENURE,NA,PC,2021,hhlB,0.10683640068764533,"[0.9,1)","[4.9e+04,Inf)"
PONTERANICA,NA,BG,2021,tYty,0.42230172202257515,"[0,0.5)","[0,1.82e+04)"
PONTERANICA,NA,BG,2021,tYty,0.44352130822029984,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTERANICA,NA,BG,2021,tYty,0.134176969757125,"[0.9,1)","[4.9e+04,Inf)"
PONTESTURA,NA,AL,2021,yuPr,0.47773341078349035,"[0,0.5)","[0,1.82e+04)"
PONTESTURA,NA,AL,2021,yuPr,0.4418147491030762,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTESTURA,NA,AL,2021,yuPr,0.08045184011343343,"[0.9,1)","[4.9e+04,Inf)"
PONTEVICO,NA,BS,2021,l0Mi,0.47454008767525563,"[0,0.5)","[0,1.82e+04)"
PONTEVICO,NA,BS,2021,l0Mi,0.450291969727963,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTEVICO,NA,BS,2021,l0Mi,0.07516794259678139,"[0.9,1)","[4.9e+04,Inf)"
PONTEY,NA,AO,2021,GVaU,0.45216759079290125,"[0,0.5)","[0,1.82e+04)"
PONTEY,NA,AO,2021,GVaU,0.479245114319071,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTEY,NA,AO,2021,GVaU,0.06858729488802773,"[0.9,1)","[4.9e+04,Inf)"
PONTI,NA,AL,2021,zpGc,0.5208787737003701,"[0,0.5)","[0,1.82e+04)"
PONTI,NA,AL,2021,zpGc,0.3866933323213465,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTI,NA,AL,2021,zpGc,0.09242789397828344,"[0.9,1)","[4.9e+04,Inf)"
PONTI SUL MINCIO,NA,MN,2021,6rdg,0.521972455093868,"[0,0.5)","[0,1.82e+04)"
PONTI SUL MINCIO,NA,MN,2021,6rdg,0.3838492785659344,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTI SUL MINCIO,NA,MN,2021,6rdg,0.09417826634019755,"[0.9,1)","[4.9e+04,Inf)"
PONTIDA,NA,BG,2021,4poO,0.428472043422888,"[0,0.5)","[0,1.82e+04)"
PONTIDA,NA,BG,2021,4poO,0.4711850278727473,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTIDA,NA,BG,2021,4poO,0.10034292870436468,"[0.9,1)","[4.9e+04,Inf)"
PONTINIA,NA,LT,2021,eHbJ,0.6261268440194067,"[0,0.5)","[0,1.82e+04)"
PONTINIA,NA,LT,2021,eHbJ,0.3251830027806133,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTINIA,NA,LT,2021,eHbJ,0.048690153199980046,"[0.9,1)","[4.9e+04,Inf)"
PONTINVREA,NA,SV,2021,yWMr,0.519147029177511,"[0,0.5)","[0,1.82e+04)"
PONTINVREA,NA,SV,2021,yWMr,0.40178202128267293,"[0.5,0.9)","[1.82e+04,4.9e+04)"
PONTINVREA,NA,SV,2021,yWMr,0.07907094953981608,"[0.9,1)","[4.9e+04,Inf)"
PONTIROLO NUOVO,NA,BG,2021,qjr3,0.43559160714593514,"[0,0.5)","[0,1.82e+04)"
